match_count,text_too_thin_to_judge,page_chars,ar_gemi,co_name_el,co_titles_el,afm,legal_type_descr,prefecture_descr,email,phone,url,discovered_url,scanned_url,sms_marketing,sms_marketing_quote,email_marketing,email_marketing_quote,cold_calling,cold_calling_quote,same_business_as
2,False,7419,183090403000,ΜΑΛΑΙ ΤΖΟΝ,Agenz,169402252,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,info@agenz.gr,6946348096,agenz.gr,,https://agenz.gr/,True,Our retention systems turn first-time buyers into lifetime customers through smart email and SMS flows.,True,Our retention systems turn first-time buyers into lifetime customers through smart email and SMS flows.,False,,
2,False,8124,141400406000,ΟΦΑΚΟΓΛΟΥ Ι. ΚΑΙ ΣΙΑ Ε.Ε.,RISTART,800803081,ΕΕ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ioannis@ristart.gr,2310530650,,https://www.ristart.gr/,https://www.ristart.gr/,True,"Viber, SMS",True,Emails,False,,
1,False,2128,2400901000,( ΠΤΩΧΕΥΣΕ) DEPEND ΕΤΑΙΡΕΙΑ ΠΡΟΩΘΗΣΗΣ ΠΩΛΗΣΕΩΝ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,(ΠΤΩΧΕΥΣΕ) DEPEND LTD,095657843,ΕΠΕ,ΑΤΤΙΚΗΣ,info@depepnd.gr,2102582812,www.depend.gr,,https://www.depend.gr/,False,,False,,True,Telemarketing services,
1,False,9384,154816801000,23 MARKETING AGENCY Ι.Κ.Ε.,23 MARKETING AGENCY,801345561,ΙΚΕ,ΑΤΤΙΚΗΣ,info@23marketingagency.com,2117058388,https://www.23marketingagency.com/,,https://23marketingagency.com/,False,,True,Email Marketing,False,,
1,False,5727,138579704000,AD OPERATION EXPERTS ΜΟΝΟΠΡΟΣΩΠΗ  IKE,ΑDΟPS  ΜΟΝ. IKE,800726821,ΙΚΕ,ΑΘΗΝΩΝ,galinos@adops.gr,2107243813,http://www.adops.gr,,https://adops.gr/,False,,True,"from organic search, paid media and social media ads to email marketing, search ads and display campaigns.",False,,
1,False,10027,149942503000,AZTECH DIGITAL Ι.Κ.Ε.,AZTECH DIGITAL ,801136820,ΙΚΕ,ΑΤΤΙΚΗΣ,c.fronimos@global-media.gr,2106985981,http://www.global-media.gr,,https://aztechdigital.gr/,False,,True,Email Marketing Ads,False,,
1,False,9229,176500303000,BRANDMEDIA VENTURES ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,,802446019,ΙΚΕ,ΑΤΤΙΚΗΣ,INFO@BRANDMEDIAVENTURES.EU,6934314516,,https://brandmediaventures.eu/,https://brandmediaventures.eu/,False,,True,"Harness the power of digital channels to reach and engage your target audience, including email marketing, social media marketing, search engine optimization (SEO), and pay-per-click (PPC) advertising.",False,,
1,False,6398,139272708000,C.N.C. TECHNOLOGIES ΙΚΕ ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,CNCTECH M.I.K.E.,800743577,ΙΚΕ,ΑΤΤΙΚΗΣ,xamilakisacc@yahoo.gr,2109313611,www.cnctech.gr,,https://www.cnctech.gr/el/,False,,True,"Το Digital Marketing περιλαμβάνει διάφορες δραστηριότητες digital marketing, συμπεριλαμβανομένου του διαδικτύου, των μηχανών αναζήτησης, των μέσων κοινωνικής δικτύωσης, του email και άλλων.",False,,
1,False,7374,192235103000,DIGEDIA - DIGITAL MEDIA ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,DIGEDIA - DIGITAL MEDIA,803212157,ΙΚΕ,ΑΤΤΙΚΗΣ,a.andrianos@digedia.gr,6980818068,,https://www.digedia.gr/,https://www.digedia.gr/,False,,True,E-Mail Marketing (Newsletters),False,,
1,False,10027,126390707000,DIGITAD PC ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΔΙΑΦΗΜΙΣΗΣ ΚΑΙ ΔΙΑΔΙΚΤΥΟΥ,DIGITAD PC ΕΠΕ,800508694,ΕΠΕ,ΑΤΤΙΚΗΣ,drakosioannis@hotmail.com,2104100985,www.digitad.net,,https://digitad.net/,False,,True,Email Marketing,False,,
1,False,3850,122420701000,Generation Network Ανώνυμη Διαφημιστική Εταιρεία,GEN NET,998920311,ΑΕ,ΑΤΤΙΚΗΣ,info@genet.gr,2109406808,,https://www.genet.gr/el/,https://www.genet.gr/el/,True,"Οι αποδέκτες των μηνυμάτων μπορούν να επιλέξουν μόνοι τους το επιθυμητό μέσο επικοινωνίας (π.χ. SMS, MMS), καθώς επίσης και συγκεκριμένο περιεχόμενο.
 Υπηρεσίες: 
 Bluetooth download πληροφοριών
 Επικοινωνία SMS/MMS διαγωνισμού",False,,False,,
1,False,4329,188007906000,HIVE ADVERTISING Ε.Ε.,HIVE ADVERTISING,803040214,ΕΕ,ΘΕΣΣΑΛΟΝΙΚΗΣ,tsipouridou@hiveadv.gr,6934909832,,https://hiveadv.gr/,https://hiveadv.gr/,False,,True,Email Marketing,False,,
1,False,7176,181580201000,IMAGINE MORE Ι.Κ.Ε.,IMAGINE MORE,802722960,ΙΚΕ,ΑΤΤΙΚΗΣ,konstantinos@imaginemore.gr,6944544088,https://imaginemore.gr,,https://imaginemore.gr/,False,,True,"Email Marketing & Αυτοματισμοί
Οργανώνουμε στρατηγικές επικοινωνίας με προσωποποιημένα emails και αυτοματοποιημένες διαδικασίες που αυξάνουν την αλληλεπίδραση με το κοινό σας.",False,,
1,False,7393,172450601000,IT DEV Ε.Ε.,IT DEV,802223278,ΕΕ,ΑΤΤΙΚΗΣ,info@itdev.gr,2111984740,www.itdev.gr,,https://www.itdev.gr/,False,,True,Email Marketing,False,,
1,False,10027,168796020000,LEAD MEDIA Ε.Ε.,LEAD MEDIA GROUP,802044682,ΕΕ,ΔΩΔΕΚΑΝΗΣΟΥ,info@leadmedia.gr,2241115265,,https://leadmedia.gr/,https://leadmedia.gr/,False,,True,Email marketing,False,,
1,False,9094,157673120000,MOBLAC I.K.E.,MOBLAC,801478542,ΙΚΕ,ΔΩΔΕΚΑΝΗΣΟΥ,vasilis@tavernaris.com,2122133014,https://www.moblac.com,,https://moblac.com/,False,,True,"Let’s not forget E-Commerce, E-mail Marketing and E-verything else.",False,,
1,False,5000,43550306000,MY COMPANY PROJECTS Ο.Ε.,MY COMPANY,998679742,ΟΕ,ΘΕΣΣΑΛΟΝΙΚΗΣ,info@mycompany.com.gr,2310231557,,https://mycompany.com.gr/,https://mycompany.com.gr/,True,"SMS-Marketing.gr 
 Group Messaging Platform for Greece,
in affordable prices.",False,,False,,
1,False,3894,2838001000,NEW ADVISOR ΣΥΜΒΟΥΛΟΙ ΕΠΙΚΟΙΝΩΝΙΑΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,NEW ADVISOR A.E.,094505665,ΑΕ,ΑΤΤΙΚΗΣ,Alkis.Haritsis@tempomediagroup.gr,2106175700,www.newadvisor.gr,,https://www.newadvisor.gr/,False,,True,CRM & E-mail marketing,False,,
1,False,8302,183521406000,North Synergy Ο.Ε.,North Synergy,802828949,ΟΕ,ΘΕΣΣΑΛΟΝΙΚΗΣ,contact@northdigitalsynergy.com,6972220609,,https://northdigitalsynergy.com/,https://northdigitalsynergy.com/,False,,True,"SEO, AI, branding, advertising, websites, email marketing and automation shouldn’t operate independently.",False,,
1,False,7298,129788001000,R2 DIGITAL IKE,R2 DIGITAL,800568918,ΙΚΕ,ΑΤΤΙΚΗΣ,ka@r2digital.gr,2109230303,,https://r2digital.gr/,https://r2digital.gr/,False,,True,Email Marketing,False,,
1,False,10027,124663701000,RELEVANCE DIGITAL Ανώνυμη Εταιρεία Παροχής Υπηρεσιών Marketing και Ψηφιακού Μετασχηματισμού,RELEVANCE DIGITAL Α.Ε.,800478280,ΑΕ,ΑΤΤΙΚΗΣ,v_stergiopoulos@artion.gr,2106009062,http://www.relevancedigital.com,,https://relevancedigital.com/,False,,True,CRM & Email Marketing,False,,
1,False,10027,176055703000,ROOM360 Ο.Ε.,,802421596,ΟΕ,ΑΤΤΙΚΗΣ,christina@room360.gr,6983878192,,https://room360.gr/,https://room360.gr/,False,,True,-Email Marketing: Ο σκοπός εδώ είναι να φαινόμαστε τακτικά μπροστά στον ιδανικό μας πελάτη με την αφορμή σημαντικών νέων αλλά και προσφορών! Στατιστικές έρευνες δείχνουν οι τα newsletters αυξάνουν κατά πολύ το awareness αλλά και τις πωλήσεις της επιχείρησής σου.,False,,
1,False,8438,86022902000,SHAPE ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,SHAPE ΙΚΕ,095682692,ΙΚΕ,ΑΤΤΙΚΗΣ,account@shape.com.gr,2102796459,,https://shape.com.gr/,https://shape.com.gr/,False,,True,– Email Marketing,False,,
1,False,5000,116913303000,THINK PLUS OE,THINK PLUS,800335902,ΟΕ,ΑΘΗΝΩΝ,dt@think-plus.gr,2106101478,,https://think-plus.gr/,https://think-plus.gr/,False,,True,Email Marketing,False,,
1,False,4198,180142421000,The Digitals Υπηρεσίες Επικοινωνίας Ο.Ε.,The Digitals,802645205,ΟΕ,ΕΒΡΟΥ,office@thedigitals.gr,6949222270,,https://thedigitals.gr/,https://thedigitals.gr/,False,,True,"Είναι όλες οι online ενέργειες προβολής και επικοινωνίας μιας επιχείρησης (όπως παρουσία στα social media, διαφημίσεις, email marketing), με στόχο να μεγαλώσει το brand της, να προσεγγίσει περισσότερο κόσμο στοχευμένα και να ενισχύσει τις πωλήσεις.",False,,
1,False,10027,116270301000,VALIDUS SALES PROMOTION Ε.Π.Ε.,VALIDUS Ε.Π.Ε.,800325877,ΕΠΕ,ΑΤΤΙΚΗΣ,nakkas@validussp.gr,2102770014,www.validussp.gr,,https://validussp.gr/,False,,True,Σχεδιασμός και Υλοποίηση Below the Line ενεργειών με στόχο την συλλογή data base και e-mailing list,False,,
1,False,7937,144955701000,WHITE RHINO BRAND EXPERIENCE ΜΟΝΟΠΡΟΣΩΠΗ I.K.E.,WHITE RHINO,800920574,ΙΚΕ,ΑΤΤΙΚΗΣ,dimitris.papadimitriou@whiterhino.gr,2130887579,http://www.whiterhino.gr,,https://whiterhino.gr/,False,,False,,True,Call center,
1,False,8578,125999903000,Α.ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΠΟΥΛΟΥ & ΣΙΑ ΕΕ,ACTIVE MEDIA,997887312,ΕΕ,ΑΤΤΙΚΗΣ,account@activemedia.gr,2109343020,,https://activemedia.com.gr/,https://activemedia.com.gr/,False,,True,Email Marketing,False,,
1,False,5629,2809501000,ΑΓΓΕΛΙΚΗ ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΥ ΤΟΥ ΑΝΑΣΤΑΣΙΟΥ,,032279596,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,info@graphicnet.gr,2105988749,,https://graphicnet.gr/,https://graphicnet.gr/,False,,True,Newsletter,False,,
1,False,10027,42670206000,ΑΣΛΑΝΙΔΗΣ ΗΡΑΚΛΗΣ ΤΟΥ ΑΝΔΡΕΑ,QBRAINS INTERACTIVE STUDIOS,116718017,ΑΤΟΜΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ,contact@qbrains.gr,+30.2312315318,,https://qbrains.gr/,https://qbrains.gr/,False,,True,"Email Marketing
Παρέχουμε υπηρεσίες ειδικά σχεδιασμένων Email Marketing τεχνικών που σας βοηθούν να γλυτώσετε χρήματα και χρόνο.",False,,
1,False,4904,152949504000,ΑΣΤΡΟΛΑΜΠΣ Ε.Ε.,ΑΣΤΡΟΛΑΜΠΣ,801261170,ΕΕ,ΘΕΣΣΑΛΟΝΙΚΗΣ,INFO@ASTROLABS.GR,2310908060,,https://www.astrolabs.gr/,https://www.astrolabs.gr/,False,,True,Email Marketing,False,,171792604000
1,False,4904,171792604000,Β. ΖΑΜΠΕΤΟΓΛΟΥ ΚΑΙ ΣΙΑ ΕΤΕΡΟΡΡΥΘΜΗ ΕΤΑΙΡΙΑ,,802191541,ΕΕ,ΘΕΣΣΑΛΟΝΙΚΗΣ,INFO@ASTROLABS.GR,2310908060,www.astrolabs.gr,,https://www.astrolabs.gr/,False,,True,Email Marketing,False,,152949504000
1,False,2362,77048227000,ΒΟΓΑΝΑΤΣΗ ΜΑΡΙΝΑ - ΜΠΙΛΛΗ ΚΩΝΣΤΑΝΤΙΑ Ο.Ε.,ARS NOVA,084212375,ΟΕ,ΗΡΑΚΛΕΙΟΥ,info@arsnova.gr,2810220711,,https://arsnova.gr/,https://arsnova.gr/,False,,True,E-mail Marketing,False,,
1,False,4268,153235901000,Γ.Π.Β. ΠΟΛΥΧΡΟΝΟΠΟΥΛΟΣ Ε.Ε.,GETSOCIAL,801273284,ΕΕ,ΑΤΤΙΚΗΣ,finance@getsocial.gr,2106916166,,https://www.getsocial.gr/,https://www.getsocial.gr/,True,Messaging Promotions,False,,False,,
1,False,8687,68019603000,ΓΕΩΡΓΙΑ ΠΑΠΑΚΩΣΤΑ,DESIGN 4U,057410915,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,info@design4u.com.gr,2110176252,,https://design4u.com.gr/,https://design4u.com.gr/,False,,True,"καμπάνια newsletter, εταιρικές παρουσιάσεις, ηλεκτρονικές προσκλήσεις, ιστοσελίδα ηλεκτρονικών προσκλήσεων (μαζική αποστολή email, εγγραφή σε φόρμες, έλεγχος αποστολής email)",False,,
1,False,10027,38344805000,Δ. ΠΥΛΑΡΙΝΟΣ & ΣΙΑ IKE,,095141642,ΙΚΕ,ΘΕΣΣΑΛΟΝΙΚΗΣ,dimpylar@otenet.gr,2310451145,pylarinosadvertising.gr,,https://www.pylarinosadvertising.gr/,False,,True,eMAIL MARKETING,False,,
1,False,5051,43643306000,ΔΑΛΛΑ Ν.-ΞΕΝΑΡΙΟΣ Γ. ΟΕ,ALTAVISTA ADVERTISING,999121572,ΟΕ,ΘΕΣΣΑΛΟΝΙΚΗΣ,nonna@alta-vista.gr,2310283949,,https://alta-vista.gr/,https://alta-vista.gr/,False,,True,"Email marketing
Το email marketing είναι μία αποτελεσματική μέθοδος, η οποία σας συνδέει με τους επισκέπτες ή τους πελάτες σας.
Με τον επαγγελματισμό μας, θα δημιουργήσουμε αποτελεσματικά email μηνύματα για την καμπάνια σας, ώστε να τραβήξουμε την προσοχή των πελατών σας και να αυξήσουμε τους επισκέπτες σας.",False,,
1,False,9991,119545103000,ΕΥΑΓΓΕΛΙΔΟΥ ΜΑΡΙΑ ΤΟΥ ΤΡΥΦΩΝ,,105538535,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,info@mevart.gr,2102028472,,https://mevart.gr/,https://mevart.gr/,False,,True,Δημιουργία και διαχείριση εταιρικών newsletter,False,,
1,False,7226,142116836000,ΖΑΡΚΑΝΤΖΑΣ ΝΙΚΟΛΑΟΣ ΤΟΥ ΓΕΩΡΓΙΟΥ,MADIT,123529362,ΑΤΟΜΙΚΗ,ΚΟΖΑΝΗΣ,info@madit.gr,2461030600,,https://madit.gr/,https://madit.gr/,False,,True,"ONLINE PRESENCE
Σχεδιάζουμε και διαχειριζόμαστε το κατάλληλο περιεχόμενο για την παρουσία σας διαδικτυακά (Banners, SEO, Newsletter, Google Ads, MarketPlaces)",False,,
1,False,9020,149391201000,ΗΛΙΑΣ ΛΕΤΣΙΟΣ & ΣΙΑ ΕΕ,G.E.-THE DESIGN AGENCY,801112490,ΕΕ,ΑΤΤΙΚΗΣ,info@designagency.gr,2130414635,,https://www.designagency.gr/,https://www.designagency.gr/,False,,True,Email Marketing,False,,
1,False,7823,112512208000,ΘΩΜΑΙΔΗΣ ΣΤΕΦΑΝΟΣ ΤΟΥ ΔΗΜΟΣΘΕΝΗ - ΔΗΜΗΤΡΙΟΥ,,051371413,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,stefanos@iris.net.gr,2897022466,,https://iris.net.gr/index.php/en/,https://iris.net.gr/index.php/en/,False,,True,Σχεδιασμός Newsletter,False,,
1,False,6750,155376806000,ΚΑΝΑΡΗ ΑΘΗΝΑ ΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,RAINDESIGN,128283893,ΑΤΟΜΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ,athina@raindesign.gr,2314009822,,https://raindesign.gr/,https://raindesign.gr/,False,,True,Newsletter,False,,
1,False,2495,158551348000,ΚΑΡΑΤΟΛΙΟΥ ΕΙΡΗΝΗ ΤΟΥ ΓΡΗΓΟΡΙΟΥ,,115396481,ΑΤΟΜΙΚΗ,ΠΙΕΡΙΑΣ,irini@irinikaratoliou.com,2410,,https://www.irinikaratoliou.com/,https://www.irinikaratoliou.com/,False,,True,Designing and distributing newsletters to increase brand awareness and foster your relationships with your customers.,False,,
1,False,3973,129628127000,ΚΟΡΑΚΑΣ ΑΝΔΡΕΑΣ Ε.Ε.,BAKED ADVERTISING,800565627,ΕΕ,ΗΡΑΚΛΕΙΟΥ,andreas@bakedads.gr,2810282772,,https://www.bakedads.gr/,https://www.bakedads.gr/,False,,True,"EMAIL MARKETING
Το email marketing αποτελεί ένα ισχυρό εργαλείο για το digital marketing της επιχείρησής σας, καθώς σας φέρνει άμεσα πιο κοντά στο κοινό σας, καλλιεργεί μια σχέση εμπιστοσύνης και επικοινωνίας, συμβάλλει στην αναγνωρισιμότητα του brand σας και φυσικά, στοχεύει στην αύξηση των πωλήσεών σας.",False,,
1,False,7921,41342506000,ΚΟΥΝΙΟΣ ΗΛΙΑΣ ΤΟΥ ΗΡΑΚΛΗ,,063691461,ΑΤΟΜΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ilias@kunios.de,,,https://kunios.de/,https://kunios.de/,False,,True,"Αναλαμβάνουμε newsletters, landing pages, SEO, tracking/analytics και performance καμπάνιες (Google Ads, Meta Ads, κτλ)",False,,
1,False,6385,35929016000,ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΑΡΑΓΙΑΝΝΗΣ ΚΑΙ ΣΙΑ Ε.Ε.,,999396230,ΕΕ,ΑΧΑΙΑΣ,info@emphasisteam.gr,2610220548,,https://www.emphasisteam.gr/,https://www.emphasisteam.gr/,False,,True,E-mail marketing,False,,
1,False,10027,173058647000,ΚΩΤΣΟΠΟΥΛΟΥ ΑΡΧΟΝΤΙΣΣΑ ΝΤΕΝΙΣΑ,Denart Designs,120762492,ΑΤΟΜΙΚΗ,ΠΕΛΛΗΣ,info@denart-designs.com,2381401986,,https://www.denart-designs.com/,https://www.denart-designs.com/,False,,True,Tags: WordPress · SEO · Social Media · Google Analytics · Google Publisher Center · AdSense · Email Marketing · Push Notifications,False,,
1,False,5367,140993935000,ΛΑΖΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ ΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,,120051080,ΑΤΟΜΙΚΗ,ΚΙΛΚΙΣ,info@multipoint.gr,234122206,,https://multipoint.gr/,https://multipoint.gr/,True,ΜΑΖΙΚΑ SMS,False,,False,,
1,False,8199,7346201000,Μ.ΠΑΠΑΘΑΝΑΣΙΟΥ ΔΙΑΦΗΜΙΣΤΙΚΕΣ ΚΑΙ ΔΗΜΙΟΥΡΓΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΕΠΙΚΟΙΝΩΝΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,QUEEN ADVERTISING ΜΟΝ. EΠΕ,998570515,ΕΠΕ,ΑΤΤΙΚΗΣ,mpapathanasiou@queenadv.gr,2106180475,,https://queenadv.gr/,https://queenadv.gr/,False,,True,"New Media
 Digital marketing / SEO / Media planning / Google adwords / E-mail marketing / Social media management / Facebook ads 
 Σχεδιάζουμε, δημιουργούμε και διαχειριζόμαστε κάθε κίνησή σας στον ψηφιακό κόσμο του 21ου αιώνα, με τρόπο αποδοτικό και μετρήσιμο.",False,,
1,False,10027,126749237000,ΜΑΡΓΑΡΙΤΑ ΒΑΓΓ ΠΑΓΟΥΝΗ,,126926127,ΑΤΟΜΙΚΗ,ΚΟΡΙΝΘΙΑΣ,info@designous.gr,2742021030,,https://designous.com.gr/,https://designous.com.gr/,False,,True,Newsletter,False,,
1,False,10027,75774027000,ΜΕΤΑΞΑΡΑΚΗ ΑΙΚΑΤΕΡΙΝΗ ΤΟΥ ΕΜΜΑΝΟΥΗΛ,MKS ΔΙΑΦΗΜΙΣΤΙΚΗ,026786344,ΑΤΟΜΙΚΗ,ΗΡΑΚΛΕΙΟΥ,katerina@mksadv.gr,2810285542,,https://mksadv.gr/,https://mksadv.gr/,False,,True,Email Marketing,False,,188035027000
1,False,10027,188035027000,ΜΕΤΑΞΑΡΑΚΗ-ΠΑΠΑΔΑΚΗΣ Ε.Ε.,,803041419,ΕΕ,ΗΡΑΚΛΕΙΟΥ,katerina@mksadv.gr,6944577827,,https://mksadv.gr/,https://mksadv.gr/,False,,True,Email Marketing,False,,75774027000
1,False,6747,167959803000,ΜΟΣΚΟΦΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ ΤΟΥ ΕΥΣΤΡΑΤΙΟΥ,MOMEDIA,122514768,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,info@momedia.gr,,,https://www.momedia.gr/,https://www.momedia.gr/,False,,True,Email Marketing,False,,
1,False,7132,65188803000,ΜΠΑΚΡΑΤΣΑΣ ΒΑΣΙΛΕΙΟΣ ΤΟΥ ΑΘΑΝΑΣΙΟΥ,THINK WITTY,100985198,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,info@witty.gr,2109821529,,https://witty.gr/,https://witty.gr/,False,,True,"Πλήρη πακέτα υπηρεσιών Social Media Marketing & Management, υπηρεσίες SEO, διαφημιστικές καμπάνιες, Email marketing",False,,
1,False,2443,8117801000,Ν.ΚΟΥΡΚΟΥΜΕΛΑΚΗΣ & ΣΙΑ ΕΕ,ID SIGN E.E.,998471224,ΕΕ,ΑΤΤΙΚΗΣ,info@idsign.gr,2102724967,www.idsign.gr,,https://idsign.gr/,False,,True,Σχεδιασμός ηλεκτρονικών newsletter & υπηρεσία αποστολής,False,,
1,False,10027,177136706000,ΟΙΚΟΝΟΜΟΥ Χ. ΣΟΦΙΑΝΟΥ Θ. Ο.Ε.,FELINES AGENCY,802479930,ΟΕ,ΘΕΣΣΑΛΟΝΙΚΗΣ,oikonomou@digitalfelines.com,6988355792,,https://digitalfelines.com/,https://digitalfelines.com/,False,,True,Email Marketing,False,,
