ar_gemi,co_name_el,co_titles_el,afm,legal_type_descr,prefecture_descr,email,phone,url,discovered_url
827601000,ΔΗΜΗΤΡΙΟΣ ΚΑΡΟΥΣΗΣ ΤΟΥ ΕΥΑΓΓΕΛΟΥ,D.K ADVERTISING - ΟΥΡΑΝΙΟ ΦΩΣ ΔΙΑΦΗΜΙΣΕΙΣ ΕΚΔΟΣΕΙΣ,031159700,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,alexandra@dkadv.gr,2108847190,,https://dkadv.gr/
831201000,ΒΙΖΙΟΝ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΒΙΖΙΟΝ ΕΠΕ,095565230,ΕΠΕ,ΑΤΤΙΚΗΣ,gpappas@vision.gr,2106640645,https://vision.gr,
890301000,PRODUCTA DIRECT ΠΡΟΩΘΗΤΙΚΩΝ ΔΡΑΣΤΗΡΙΟΤΗΤΩΝ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,PRODUCTA DIRECT ΕΠΕ,095591665,ΕΠΕ,ΑΤΤΙΚΗΣ,fsidera@producta-d.gr,2106893330,,https://producta-d.gr/
931101000,SCOPE - ΕΜΠΟΡΙΚΗ-ΕΙΣΑΓΩΓΙΚΗ- ΕΞΑΓΩΓΙΚΗ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ IΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,SCOPE Ι.Κ.Ε.,095535667,ΙΚΕ,ΑΤΤΙΚΗΣ,george@gtt.gr,2108650050,http://scope.gr/,
961101000,Ι.Ν. ΛΕΟΥΣΗΣ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΜΠΟΡΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΠΛΗΡΩΝ ΥΠΗΡΕΣΙΩΝ,JNL +,094356380,ΑΕ,ΑΘΗΝΩΝ,info@ambe.gr,2106140035,www.jnl.com,
1010401000,ΓΡΑΜΜΗ ΥΠΑΙΘΡΙΑΙ ΔΙΑΦΗΜΙΣΕΙΣ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΓΡΑΜΜΗ Ε.Π.Ε.,095425374,ΕΠΕ,ΑΤΤΙΚΗΣ,triantafyllakosv@grammi-douka.gr,2105320245,,https://grammi-douka.gr/
1042201000,TEMPO OPTIMUM MEDIA DIRECTION HELLAS ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΔΙΑΦΗΜΙΣΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ,TEMPO OMD HELLAS A.E.,094352306,ΑΕ,ΑΤΤΙΚΗΣ,asanidas@ags-law.gr,2106175700,www.omd.gr,
1165601000,MEDIAWIDER ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΑΝΤΙΠΡΟΣΩΠΕΥΣΗΣ ΕΚΜΕΤΑΛΛΕΥΣΗΣ ΔΙΑΦΗΜΙΣΤΙΚΩΝ ΜΕΣΩΝ,MEDIAWIDER A.E.,094353051,ΑΕ,ΑΤΤΙΚΗΣ,info@mediawider.com,2110129500,www.publicitas.com/greece,
1473801000,GLOBVY Ανώνυμη Εταιρία Αντιπροσώπευσης - Εκμετάλλευσης Μέσων Επικοινωνίας,GLOBVY Α.Ε.,094412910,ΑΕ,ΑΤΤΙΚΗΣ,info@globvy.com,2110129600,www.publicitas.com/greece,
1547401000,MCCANN - ERICKSON ΔΙΑΦΗΜΙΣΤΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,MCCANN - ERICKSON ATHENS,094414128,ΑΕ,ΑΤΤΙΚΗΣ,kostas.papanikos@mccann.gr,2108171100,www.mccann.gr,
1607301000,Ρ.ΚΑΙ Γ. ΣΕΝΤΟΥΚΑ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,RED DESING CONSULTANTS ΕΠΕ,095679478,ΕΠΕ,ΑΘΗΝΩΝ,gina@reddesignconsultants.com,2108010003,https://www.reddesignconsultants.com/,
1627501000,"DYNAMIC COMMUNICATION ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΔΙΑΦΗΜΙΣΕΩΝ, ΔΗΜΟΣΙΩΝ ΣΧΕΣΕΩΝ ΚΑΙ ΡΑΔΙΟΤΗΛΕΟΠΤΙΚΩΝ ΠΑΡΑΓΩΓΩΝ",DYNAMIC COMMUNICATION A.E.,094398173,ΑΕ,ΑΤΤΙΚΗΣ,,2102839036,www.d-comm.gr,
1630201000,MullenLowe Επικοινωνίες Μονοπρόσωπη Ανώνυμη Εταιρεία,MullenLowe Athens,094413410,ΑΕ,ΑΤΤΙΚΗΣ,Kostas.Terzopoulos@loweandpartners.com,2106877500,http://loweandpartners.gr,
1710701000,ΚΩΝΣΤΑΝΤΙΝΟΣ ΓΚΡΙΤΖΑΛΗΣ ΤΟΥ ΠΑΝΑΓΙΩΤΗ,ARIP,033078803,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,admin@arip.gr,2155700860,,https://www.arip.gr/
1758001000,ΑΚΤΜΕΝΤΙΑ (ΕΛΛΑΣ) ΔΙΑΦΗΜΙΣΤΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΚΜΕΤΑΛΛΕΥΣΗΣ ΑΚΙΝΗΤΩΝ,ACTMEDIA HELLAS,094431217,ΑΕ,ΑΤΤΙΚΗΣ,p.contis@actmedia.gr,2106808550,www.actmedia.gr,
1877101000,ΛΕΩΝ & ΣΥΝΕΡΓΑΤΕΣ ΔΙΑΦΗΜΙΣΕΙΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,LEON & PARTNERS,094433770,ΑΕ,ΑΘΗΝΩΝ,nlamprou@leon.gr,2103440000,www.leonsynergates.eu,
1905501000,IPG Mediabrands Επικοινωνίες Ανώνυμη Εταιρεία,IPG Mediabrands,094434268,ΑΕ,ΑΤΤΙΚΗΣ,V.Lekou@mediabrands.gr,2106798700,www.mediabrands.gr,
1918501000,ΔΙΑΦΗΜΙΣΤΙΚΗ ΤΟΥΡΙΣΤΙΚΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,G.A. ΔΙΑΦΗΜΙΣΤΙΚΗ ΤΟΥΡΙΣΤΙΚΗ Ι.Κ.Ε.,095446056,ΙΚΕ,ΑΤΤΙΚΗΣ,gageorge@central.GR,6727734, 	ga-advert.gr ,
1937701000,SPORTVISION Μάρκετινγκ Συμβουλευτικές Υπηρεσίες Στρατηγική Εφαρμογές Ανώνυμη Εταιρεία,SPORTVISION SA,094473085,ΑΕ,ΑΘΗΝΩΝ,info@sportvision.gr,2106140012,WWW.SPORTVISION.GR,
1943901000,ACE MODELS ΦΟΥΣΙΑΝΗ ΧΡΙΣΤΙΝΑ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ,ACE MODEL ΦΟΥΣΙΑΝΗ ΧΡΙΣΤΙΝΑ ΕΠΕ,095702622,ΕΠΕ,ΑΤΤΙΚΗΣ,nancy@acemodels.gr,2109226200,,https://acemodels.gr/
2014101000,ΕΞΕΣ  ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,FIVE TOWERS  | EXCESS ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,095617300,ΕΠΕ,ΑΤΤΙΚΗΣ,makis@excessad.gr,2106518838,www.excessad.gr,
2041201000,ΠΑΤΕΝΤΑ ΑΝΩΝΥΜΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,ΠΑΤΕΝΤΑ ΑΕ,094436993,ΑΕ,ΑΤΤΙΚΗΣ,account.patenta@patentagroup.gr,2295023601,www.patenta.no-ip.org,
2051701000,ΚΑΠΑ ΣΙΓΜΑ ΔΕΛΤΑ ΕΚΔΟΤΙΚΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΙΣΑΓΩΓΙΚΗ ΕΞΑΓΩΓΙΚΗ ΤΟΥΡΙΣΤΙΚΗ ΝΑΥΤΙΛΙΑΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΒΟΥΛΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΚΑΠΑ Σ. ΔΕΛΤΑ Α.Ε.,094420370,ΑΕ,ΑΘΗΝΩΝ,asaccounting@outlook.com,6986790890,https://eshop.ksdamenities.gr,
2053901000,Β.ΠΑΠΑΓΕΩΡΓΙΟΥ ΚΑΙ ΣΙΑ ΟΕ,Β & Β ΑΠΟΨΙΣ,082987019,ΟΕ,ΑΘΗΝΩΝ,papageorgiou@apopsisb.gr,2109249575,,https://www.apopsisb.gr/
2106801000,ΔΑΝΑΗ ΣΤΑΣΙΝΟΠΟΥΛΟΥ ΚΑΙ ΣΙΑ Ε.Ε.,ΠΑΡΑΛΑΞ ΝΤΙΖΑΙΝ ΓΚΡΟΥΠ (PARALLAX DESIGN GROUP),084017441,ΕΕ,ΑΘΗΝΩΝ,,2108824470,sd.parallax@gmail.com,
2186701000,ΜΩΡΓΚΑΝ ΔΙΑΦΗΜΙΣΕΙΣ - ΔΗΜΟΣΙΕΥΣΕΙΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΜΩΡΓΚΑΝ Α.Ε.,094463370,ΑΕ,ΑΤΤΙΚΗΣ,info@morgan.gr,2107475670,www.morgan.gr,
2210901000,TOP PROMOTION ΥΠΗΡΕΣΙΕΣ ΜΑΡΚΕΤΙΝΓΚ (MARKETING)- ΔΙΑΦΗΜΙΣΕΙΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,TOP AD Α.Ε.,094413469,ΑΕ,ΑΘΗΝΩΝ,x.papandreou@topad.gr,2106136300,www.topad.gr,
2275301000,ΣΙΤΙ ΚΟΝΤΑΚΤ (CITY CONTACT) ΔΙΑΦΗΜΙΣΗ - ΤΟΥΡΙΣΜΟΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,CITY CONTACT ΜΕΠΕ,095674053,ΕΠΕ,ΑΤΤΙΚΗΣ,vicky.kalligerou@gmail.com,2168008455,www.citycontact.gr,
2317801000,MMS COMMUNICATIONS ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,MMS COMMUNICATIONS HELLAS,094493637,ΑΕ,ΑΤΤΙΚΗΣ,sbakratsa@htplaw.com.gr,2107242306,www.publics.com.gr,
2400901000,( ΠΤΩΧΕΥΣΕ) DEPEND ΕΤΑΙΡΕΙΑ ΠΡΟΩΘΗΣΗΣ ΠΩΛΗΣΕΩΝ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,(ΠΤΩΧΕΥΣΕ) DEPEND LTD,095657843,ΕΠΕ,ΑΤΤΙΚΗΣ,info@depepnd.gr,2102582812,www.depend.gr,
2450901000,ΕΥΑΓΓΕΛΟΣ ΠΙΣΠΑΣ ΚΑΙ ΣΙΑ Ε.Ε,GARAMOND,093808920,ΕΕ,ΑΤΤΙΚΗΣ,design@garamond.gr,2109012795,http://www.garamond.gr,
2487701000,ΠΡΟΜΟΣΠΟΡΤ - ΑΘΛΗΤΙΚΗ ΕΠΙΚΟΙΝΩΝΙΑ - ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΔΙΑΦΗΜΙΣΗΣ ΜΕΛΕΤΩΝ ΚΑΙ ΜΑΡΚΕΤΙΝΓΚ,PROMOSPORT MARKETING & CONSULTING Α.Ε.,094496977,ΑΕ,ΑΘΗΝΩΝ,ktzortzi@promosport.gr,2102828367,www.promosport.gr,
2504401000,AK GENERAL MEDIA ΕΜΠΟΡΙΚΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,AK GENERAL MEDIA ΕΠΕ,095682502,ΕΠΕ,ΑΘΗΝΩΝ,info@akgeneralmedia.gr,2718148,www.gpngroup.gr,
2748401000,MAVE ΜΑΛΑΝΔΡΙΝΟΥ ΑΜΑΛΙΑ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,MAVE ΜΟΝΟΠΡΟΣΩΠΗ Ε.Π.Ε.,095611109,ΕΠΕ,ΑΤΤΙΚΗΣ,spyros@mavemedia.gr,2103451230,,http://mavemedia.gr/
2756201000,OPEN MEDIA ΔΙΑΦΗΜΙΣΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,OPEN MEDIA Α.Ε.,094501200,ΑΕ,ΑΘΗΝΩΝ,nlamprou@leon.gr,2103440000,www.openmediasa.eu,
2809501000,ΑΓΓΕΛΙΚΗ ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΥ ΤΟΥ ΑΝΑΣΤΑΣΙΟΥ,,032279596,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,info@graphicnet.gr,2105988749,,https://graphicnet.gr/
2817901000,"WAVEMAKER ΕΛΛΑΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ ΚΑΙ ΑΓΟΡΑΣ ΔΙΑΦΗΜΙΣΤΙΚΟΥ ΧΩΡΟΥ ΚΑΙ ΧΡΟΝΟΥ ΣΤΑ ΜΜΕ, ΔΗΜΙΟΥΡΓΙΑΣ ΠΕΡΙΕΧΟΜΕΝΟΥ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ",WAVEMAKER ΕΛΛΑΣ Α.Ε.,094502024,ΑΕ,ΑΘΗΝΩΝ,Gogo.Hilia@wppmedia.com,2108015018,,https://www.wppmedia.com/
2838001000,NEW ADVISOR ΣΥΜΒΟΥΛΟΙ ΕΠΙΚΟΙΝΩΝΙΑΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,NEW ADVISOR A.E.,094505665,ΑΕ,ΑΤΤΙΚΗΣ,Alkis.Haritsis@tempomediagroup.gr,2106175700,www.newadvisor.gr,
2920701000,ΤΗΕ ΝΕWTONS LABORATORY ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΟΛΟΚΛΗΡΩΜΕΝΩΝ ΥΠΗΡΕΣΙΩΝ ΔΙΑΦΗΜΙΣΗΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ,THE NEWTONS LABORATORY ΔΙΑΦΗΜΙΣΤΙΚΗ  ΑΕ,094503358,ΑΕ,ΑΤΤΙΚΗΣ,evelina.perraki@thenewtons.gr,2111060100,www.thenewtons.gr/financial-data/,
2989601000,MEDIA LINE ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,MEDIA LINE ΙΚΕ,099006299,ΙΚΕ,ΧΙΟΥ,medialine.ike@gmail.com,2271300287,http://099006299.eu,
3241201000,ΝΕΙΛ ΔΙΑΦΗΜΙΣΤΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,NAIL ADVERTISING A.E.,094543448,ΑΕ,ΑΤΤΙΚΗΣ,,2102718148,http://www.gpngroup.gr,
3344701000,ΒΑΛΙΟΥ ΝΤΟΤ ΚΟΜ ΜΟΝΟΠΡΟΣΩΠΗ Ε.Π.Ε.,,095723617,ΕΠΕ,ΑΘΗΝΩΝ,manolis_katsapis@valuecom.gr,2103221656,www.valuecom.gr,
3461701000,ΚΑΡΑΜΕΛΛΑ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΤΑΙΡΕΙΑ,KARAMELLA CREATIONS ΜΟΝΟΠΡΟΣΩΠΗ AE,099369431,ΑΕ,ΑΘΗΝΩΝ,nvenierakis@gmail.com,2106893113,www.karamella.logistirio.info,
3500101000,MEDIA INSIGHT ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,MEDIA INSIGHT ΕΠΕ,099085784,ΕΠΕ,ΑΘΗΝΩΝ,agiamas@mindshare.gr,2108114600,www.media-insight.gr,
3504201000,SPORTNEWS ΥΠΗΡΕΣΙΕΣ ΔΙΑΔΙΚΤΥΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,SPORTNEWS INTERNET SERVICE SA,099553793,ΑΕ,ΑΤΤΙΚΗΣ,kpetropoulou@media-time.gr,2107000707,http://www.flash.gr,
3647201000,CREAM ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΔΙΑΦΗΜΙΣΕΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ,CREAM A.Ε.,099753999,ΑΕ,ΑΘΗΝΩΝ,ddionisakopoulou@cream.gr,2106285800,,https://www.cream.gr/
3759501000,UNIVERSAL MEDIA ΔΙΑΦΗΜΙΣΤΙΚΗ (ΕΛΛΑΣ) ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,UNIVERSAL MEDIA -UM,099756210,ΑΕ,ΑΤΤΙΚΗΣ,sbakratsa@htplaw.com.gr,2106786900,www.universalmedia.gr,
3800501000,ΒΙ ΕΝΤ Ο ΔΙΑΦΗΜΙΣΤΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ  ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,V + O Α.Ε.,099758590,ΑΕ,ΑΘΗΝΩΝ,panos.michalatos@gmail.com,2107249000,www.vando.gr,
3842301000,ΓΙΑΝΝΗΣ ΣΟΥΡΡΑΠΑΣ ΚΑΙ ΣΙΑ Ε.Ε.,3 ΙΝ Α ΒΟΧ (ΘΡΙ ΙΝ Ε ΜΠΟΞ),099468052,ΕΕ,ΑΤΤΙΚΗΣ,y.sourrapas@3inabox.gr,2103316123,,https://www.3inabox.gr/
3952001000,ΑΝΩΝΥΜΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΤΑΙΡΕΙΑ A.T.T.P.,A.T.T.P.,099875710,ΑΕ,ΑΘΗΝΩΝ,info@attp.gr,2106781800,,https://www.attp.gr/
3953301000,FINE AD - ΔΙΑΦΗΜΙΣΤΙΚΕΣ ΚΑΙ ΟΙΚΟΝΟΜΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,FINE AD Α.Ε.,099878330,ΑΕ,ΑΤΤΙΚΗΣ,logistirio@finead.gr,2109216840,www.finead.gr/isologismos,
4005901000,POSH ADVERTISING ΑΝΩΝΥΜΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΤΑΙΡΕΙΑ,POSH ADVERTISING ΑΕ,099876674,ΑΕ,ΑΘΗΝΩΝ,rapso1111@gmail.com,2106660000,www.poshadv.eu,
4081901000,ADVENGERS ΥΠΗΡΕΣΙΕΣ ΕΠΙΚΟΙΝΩΝΙΑΣ Α.Ε.,ADVENGERS Α.Ε.,099937438,ΑΕ,ΑΤΤΙΚΗΣ,v.ntanas@advengers.gr,2111027400,https://www.advengers.gr,
4176101000,ΠΗΛΕΙΔΗΣ ΑΘΕΝΣ ΔΙΑΦΗΜΙΣΗ ΕΚΔΟΣΕΙΣ ΡΑΔΙΟΤΗΛΕΟΠΤΙΚΑ ΠΡΟΓΡΑΜΜΑΤΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΠΗΛΕΙΔΗΣ ΑΘΕΝΣ Α.Ε.,099937555,ΑΕ,ΑΘΗΝΩΝ,elsa@pilides.gr,2103392220,www.pilides210isol.gr,
4189701000,ΚΟΡΠΟΡΕΙΤ ΓΟΥΕΜΠ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΔΙΑΦΗΜΙΣΕΩΝ ΚΑΙ ΔΗΜΟΣΙΩΝ ΣΧΕΣΕΩΝ,ΚΟΡΠΟΡΕΙΤ ΓΟΥΕΜΠ Α.Ε.,099939143,ΑΕ,ΑΤΤΙΚΗΣ,,21028607100,http://e-isologismo.eu/korporeit,
4268201000,ZZ DOT ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ,ZZ DOT,999983565,ΑΕ,ΑΘΗΝΩΝ,m.karamalaki@zzdot.gr,2108259884,www.proximityzz.gr,
4325901000,ECOPAPER ΜΟΝΟΠΡΟΣΩΠΗ ΕΜΠΟΡΙΚΗ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΤΑΙΡEΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ECOPAPER MEDIA & TRADE,099870135,ΕΠΕ,ΑΘΗΝΩΝ,tania@ecopaper.gr,2109424085,www.ecopaperepe.ibisologismos.gr,
4353801000,ΠΑΝΑΓΙΩΤΑ Α. ΓΕΩΡΓΑΚΟΠΟΥΛΟΥ ΚΑΙ ΣΙΑ ΟΕ,ΕΞΥΠΝΕΣ ΙΔΕΕΣ,099913324,ΟΕ,ΑΤΤΙΚΗΣ,info@smart-ideas.gr,2103645777,www.smart-ideas.gr,
4396601000,CARE DIRECT ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΔΙΑΦΗΜΙΣΗΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ,CARE DIRECT Α.Ε.,095594723,ΑΕ,ΑΤΤΙΚΗΣ,protopapadakis.a@caredirect.com,2109287000,www.caredirect.com,
4519401000,ΔΗΜΟΠΟΥΛΟΣ MEDIA & ADVERTISING ΜΟΝΟΠΡΟΣΩΠΗ ETAIΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ,D & M ACC MEDIA PRODUCTION LTD,999961874,ΕΠΕ,ΑΤΤΙΚΗΣ,info@dmisol.gr,2107474842,www.dimopoulosmedia.gr,
4653701000,CHAPTER FIVE Ανώνυμη Εταιρεία,CHAPTER FIVE Α.Ε,099899571,ΑΕ,ΑΤΤΙΚΗΣ,accounting@chapter5.gr,2109525255,www.chapter5.gr,
4719601000,BAKIS ΟΜΟΡΡΥΘΜΗ ΕΜΠΟΡΙΚΗ ΕΚΤΥΠΩΤΙΚΗ ΕΚΔΟΤΙΚΗ ΚΑΙ ΔΙΑΦΗΜΙΣΤΙΚΗ  ΕΤΑΙΡΕΙΑ,,999844290,ΟΕ,ΑΤΤΙΚΗΣ,tasosmavroud@yahoo.gr,2105143214,http://www.bakis-sa.gr,
